Transaction ID,Date,Timestamp,Tax Status,Transaction Type,Refund Type,Product Title,Product ID,Product Type,SKU ID,Hardware,Country of Buyer,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID
GPA.3323-3468-2592-81049,2021-10-23,3:34:33 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,CA,QC,J8G 2X5,CAD,7.49,0.69438,EUR,5.2,,
GPA.3323-3468-2592-81049,2021-10-23,3:34:33 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,CA,QC,J8G 2X5,CAD,-1.12,0.69438,EUR,-0.78,,
GPA.3378-3722-4701-55061,2021-10-23,4:25:20 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,t2q,US,MA,01949,USD,3.49,0.8587,EUR,3.0,,
GPA.3378-3722-4701-55061,2021-10-23,4:25:20 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,t2q,US,MA,01949,USD,-0.52,0.8587,EUR,-0.45,,
GPA.3347-4293-3093-55797,2021-10-23,8:38:46 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,onyx,CA,BC,V2K 1Z1,CAD,7.49,0.69438,EUR,5.2,,
GPA.3347-4293-3093-55797,2021-10-23,8:38:46 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,onyx,CA,BC,V2K 1Z1,CAD,-1.12,0.69438,EUR,-0.78,,
GPA.3363-8909-6119-90280,2021-10-23,11:25:45 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j7topeltevzw,US,WA,98528,USD,5.49,0.8587,EUR,4.71,,
GPA.3363-8909-6119-90280,2021-10-23,11:25:45 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,j7topeltevzw,US,WA,98528,USD,-0.82,0.8587,EUR,-0.7,,
GPA.3308-7306-7439-59002,2021-10-24,6:44:34 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,raphael,DE,,96250,EUR,3.56,1.0,EUR,3.56,,
GPA.3322-2180-8463-95190,2021-10-24,10:17:26 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,begonia,GB,,ST5 6RG,GBP,2.97,1.1812,EUR,3.51,,
GPA.3352-9203-0045-01745,2021-10-24,1:37:43 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,MS,39654,USD,5.49,0.8596,EUR,4.72,,
GPA.3352-9203-0045-01745,2021-10-24,1:37:43 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,MS,39654,USD,-0.82,0.8596,EUR,-0.7,,
GPA.3394-2674-3089-85564,2021-10-24,1:47:42 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,borneo,US,OR,97220,USD,5.49,0.8596,EUR,4.72,,
GPA.3394-2674-3089-85564,2021-10-24,1:47:42 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,borneo,US,OR,97220,USD,-0.82,0.8596,EUR,-0.7,,
GPA.3342-2946-8382-70759,2021-10-24,2:13:18 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,OR,97080,USD,3.49,0.85905,EUR,3.0,,
GPA.3342-2946-8382-70759,2021-10-24,2:13:18 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,OR,97080,USD,-0.52,0.85905,EUR,-0.45,,
GPA.3338-4596-9415-41009,2021-10-24,2:28:45 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,Elite_C55,US,MD,21804,USD,5.49,0.85905,EUR,4.72,,
GPA.3338-4596-9415-41009,2021-10-24,2:28:45 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,Elite_C55,US,MD,21804,USD,-0.82,0.85905,EUR,-0.7,,
GPA.3366-8567-5797-21305,2021-10-24,2:29:08 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Elite_C55,US,MD,21804,USD,3.49,0.85905,EUR,3.0,,
GPA.3366-8567-5797-21305,2021-10-24,2:29:08 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,Elite_C55,US,MD,21804,USD,-0.52,0.85905,EUR,-0.45,,
GPA.3371-3604-4375-01968,2021-10-24,2:34:01 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,willow,IT,RN,47838,EUR,3.48,1.0,EUR,3.48,,
GPA.3353-4242-3755-20332,2021-10-24,3:03:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,US,KY,42240,USD,5.49,0.859,EUR,4.72,,
GPA.3353-4242-3755-20332,2021-10-24,3:03:27 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a51,US,KY,42240,USD,-0.82,0.859,EUR,-0.7,,
GPA.3379-7147-6024-80640,2021-10-25,4:46:01 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqltesq,US,MI,49534,USD,3.49,0.86015,EUR,3.0,,
GPA.3379-7147-6024-80640,2021-10-25,4:46:01 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqltesq,US,MI,49534,USD,-0.52,0.86015,EUR,-0.45,,
GPA.3326-5153-8342-13518,2021-10-25,4:46:43 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,MI,49534,USD,5.49,0.86015,EUR,4.72,,
GPA.3326-5153-8342-13518,2021-10-25,4:46:43 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,MI,49534,USD,-0.82,0.86015,EUR,-0.71,,
GPA.3387-0948-8585-49549,2021-10-25,9:12:31 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sunfish,US,SC,29404,USD,5.49,0.86115,EUR,4.73,,
GPA.3387-0948-8585-49549,2021-10-25,9:12:31 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sunfish,US,SC,29404,USD,-0.82,0.86115,EUR,-0.71,,
GPA.3346-0321-4550-28509,2021-10-25,9:15:06 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv7as,US,WA,99006,USD,3.49,0.86115,EUR,3.01,,
GPA.3346-0321-4550-28509,2021-10-25,9:15:06 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv7as,US,WA,99006,USD,-0.52,0.86115,EUR,-0.45,,
GPA.3369-4593-5825-83632,2021-10-25,11:09:41 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,willow,GR,,17236,EUR,2.05,1.0,EUR,2.05,,
GPA.3391-0186-9738-51587,2021-10-25,11:12:09 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,willow,GR,,17236,EUR,3.42,1.0,EUR,3.42,,
GPA.3316-2140-1767-09572,2021-10-25,12:11:13 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a52xq,CA,AB,T8S 1C8,CAD,4.49,0.69534,EUR,3.12,,
GPA.3316-2140-1767-09572,2021-10-25,12:11:13 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a52xq,CA,AB,T8S 1C8,CAD,-0.67,0.69534,EUR,-0.47,,
GPA.3375-8456-7930-14094,2021-10-25,4:45:01 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,greatqlte,US,NC,28684,USD,5.49,0.86115,EUR,4.73,,
GPA.3375-8456-7930-14094,2021-10-25,4:45:01 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,greatqlte,US,NC,28684,USD,-0.82,0.86115,EUR,-0.71,,
GPA.3306-5103-0845-79730,2021-10-25,6:47:51 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,CA,92543,USD,5.49,0.86135,EUR,4.73,,
GPA.3306-5103-0845-79730,2021-10-25,6:47:51 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,CA,92543,USD,-0.82,0.86135,EUR,-0.71,,
GPA.3345-1747-2232-39203,2021-10-25,6:48:07 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,CA,92543,USD,3.49,0.86135,EUR,3.01,,
GPA.3345-1747-2232-39203,2021-10-25,6:48:07 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3q,US,CA,92543,USD,-0.52,0.86135,EUR,-0.45,,
GPA.3302-0745-8885-06860,2021-10-25,8:10:34 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,OK,73093,USD,5.49,0.8618,EUR,4.73,,
GPA.3302-0745-8885-06860,2021-10-25,8:10:34 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2q,US,OK,73093,USD,-0.82,0.8618,EUR,-0.71,,
GPA.3397-1143-0431-78283,2021-10-25,8:10:47 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,OK,73093,USD,3.49,0.8618,EUR,3.01,,
GPA.3397-1143-0431-78283,2021-10-25,8:10:47 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,OK,73093,USD,-0.52,0.8618,EUR,-0.45,,
GPA.3386-2698-5933-73538,2021-10-25,11:26:42 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,hero2qltevzw,US,IN,46368,USD,5.49,0.8618,EUR,4.73,,
GPA.3386-2698-5933-73538,2021-10-25,11:26:42 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,hero2qltevzw,US,IN,46368,USD,-0.82,0.8618,EUR,-0.71,,
GPA.3390-8381-6115-43085,2021-10-26,1:54:53 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,CA,93307,USD,5.49,0.8617,EUR,4.73,,
GPA.3390-8381-6115-43085,2021-10-26,1:54:53 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,CA,93307,USD,-0.82,0.8617,EUR,-0.71,,
GPA.3318-0082-7179-45799,2021-10-26,7:29:43 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,joyeuse,GR,,15122,EUR,2.05,1.0,EUR,2.05,,
GPA.3302-8106-8322-59669,2021-10-26,9:37:34 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,MI,48042,USD,5.49,0.86245,EUR,4.73,,
GPA.3302-8106-8322-59669,2021-10-26,9:37:34 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,MI,48042,USD,-0.82,0.86245,EUR,-0.71,,
GPA.3352-2749-7297-83894,2021-10-26,10:18:28 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,NH,03773,USD,5.49,0.86305,EUR,4.74,,
GPA.3352-2749-7297-83894,2021-10-26,10:18:28 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,NH,03773,USD,-0.82,0.86305,EUR,-0.71,,
GPA.3385-9478-7843-22409,2021-10-26,12:24:07 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,KY,40601,USD,5.49,0.8623,EUR,4.73,,
GPA.3385-9478-7843-22409,2021-10-26,12:24:07 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,KY,40601,USD,-0.82,0.8623,EUR,-0.71,,
GPA.3303-7034-7801-65270,2021-10-26,1:55:25 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,CA,ON,L5N 2C1,CAD,7.49,0.69619,EUR,5.21,,
GPA.3303-7034-7801-65270,2021-10-26,1:55:25 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,CA,ON,L5N 2C1,CAD,-1.12,0.69619,EUR,-0.78,,
GPA.3319-9730-9396-30358,2021-10-26,8:38:33 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,rjames_go,US,KY,42459,USD,3.49,0.8621,EUR,3.01,,
GPA.3319-9730-9396-30358,2021-10-26,8:38:33 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,rjames_go,US,KY,42459,USD,-0.52,0.8621,EUR,-0.45,,
GPA.3386-2698-5933-73538,2021-10-26,10:26:50 PM PDT,,Charge refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,hero2qltevzw,US,IN,46368,USD,-5.49,0.8618,EUR,-4.73,,
GPA.3386-2698-5933-73538,2021-10-26,10:26:50 PM PDT,,Google fee refund,Full,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,hero2qltevzw,US,IN,46368,USD,0.82,0.8618,EUR,0.71,,
GPA.3384-3747-7381-26441,2021-10-27,7:19:22 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond2q,US,TX,77450,USD,5.49,0.86095,EUR,4.73,,
GPA.3384-3747-7381-26441,2021-10-27,7:19:22 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond2q,US,TX,77450,USD,-0.82,0.86095,EUR,-0.71,,
GPA.3332-7043-8177-35042,2021-10-27,7:19:42 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond2q,US,TX,77450,USD,3.49,0.86095,EUR,3.0,,
GPA.3332-7043-8177-35042,2021-10-27,7:19:42 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond2q,US,TX,77450,USD,-0.52,0.86095,EUR,-0.45,,
GPA.3380-4833-4194-10571,2021-10-27,8:45:02 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a20p,US,ME,04461,USD,5.49,0.86075,EUR,4.73,,
GPA.3380-4833-4194-10571,2021-10-27,8:45:02 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a20p,US,ME,04461,USD,-0.82,0.86075,EUR,-0.71,,
GPA.3384-4813-7629-65280,2021-10-27,6:06:48 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,x1s,GB,,OX3 7EJ,GBP,2.97,1.1839,EUR,3.52,,
GPA.3315-6325-4943-58329,2021-10-27,7:02:55 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8s,AU,,5095,AUD,4.35,0.64651,EUR,2.81,,
GPA.3315-6325-4943-58329,2021-10-27,7:02:55 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8s,AU,,5095,AUD,-0.65,0.64651,EUR,-0.42,,
GPA.3373-1627-1437-29229,2021-10-28,5:15:09 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv3,US,MA,02601,USD,3.49,0.8626,EUR,3.01,,
GPA.3373-1627-1437-29229,2021-10-28,5:15:09 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv3,US,MA,02601,USD,-0.52,0.8626,EUR,-0.45,,
GPA.3362-9275-2208-05596,2021-10-28,5:46:28 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,foles,US,AZ,85326,USD,5.49,0.8626,EUR,4.74,,
GPA.3362-9275-2208-05596,2021-10-28,5:46:28 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,foles,US,AZ,85326,USD,-0.82,0.8626,EUR,-0.71,,
GPA.3347-4311-6967-30106,2021-10-28,6:18:45 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqltesq,US,MO,63023,USD,5.49,0.86225,EUR,4.73,,
GPA.3347-4311-6967-30106,2021-10-28,6:18:45 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dreamqltesq,US,MO,63023,USD,-0.82,0.86225,EUR,-0.71,,
GPA.3384-5913-3756-73180,2021-10-28,6:47:07 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,OH,45662,USD,5.49,0.86225,EUR,4.73,,
GPA.3384-5913-3756-73180,2021-10-28,6:47:07 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,p3q,US,OH,45662,USD,-0.82,0.86225,EUR,-0.71,,
GPA.3300-6782-2663-66934,2021-10-28,8:23:50 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,borneo,US,PA,16041,USD,5.49,0.8577,EUR,4.71,,
GPA.3300-6782-2663-66934,2021-10-28,8:23:50 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,borneo,US,PA,16041,USD,-0.82,0.8577,EUR,-0.7,,
GPA.3312-9471-2549-15219,2021-10-28,9:55:51 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus8Pro,NL,,5924CV,EUR,2.1,1.0,EUR,2.1,,
GPA.3364-5248-0698-21326,2021-10-28,5:23:33 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlusN100TMO,US,GA,30213,USD,3.49,0.85585,EUR,2.99,,
GPA.3364-5248-0698-21326,2021-10-28,5:23:33 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlusN100TMO,US,GA,30213,USD,-0.52,0.85585,EUR,-0.45,,
GPA.3302-6931-4842-72804,2021-10-28,5:42:28 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a20s,US,MO,64444,USD,5.49,0.85585,EUR,4.7,,
GPA.3302-6931-4842-72804,2021-10-28,5:42:28 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a20s,US,MO,64444,USD,-0.82,0.85585,EUR,-0.7,,
GPA.3398-1772-9481-32302,2021-10-29,1:07:24 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sofiap,US,MO,63901,USD,5.49,0.85725,EUR,4.71,,
GPA.3398-1772-9481-32302,2021-10-29,1:07:24 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sofiap,US,MO,63901,USD,-0.82,0.85725,EUR,-0.7,,
GPA.3336-4042-4086-28249,2021-10-29,6:45:19 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sunfish,US,TX,76036,USD,3.49,0.85855,EUR,3.0,,
GPA.3336-4042-4086-28249,2021-10-29,6:45:19 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,sunfish,US,TX,76036,USD,-0.52,0.85855,EUR,-0.45,,
GPA.3328-1714-3759-76693,2021-10-29,6:45:59 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sunfish,US,TX,76036,USD,5.49,0.85855,EUR,4.71,,
GPA.3328-1714-3759-76693,2021-10-29,6:45:59 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sunfish,US,TX,76036,USD,-0.82,0.85855,EUR,-0.7,,
GPA.3349-4640-4959-23325,2021-10-29,11:26:21 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,OH,45662,USD,5.49,0.8666,EUR,4.76,,
GPA.3349-4640-4959-23325,2021-10-29,11:26:21 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0q,US,OH,45662,USD,-0.82,0.8666,EUR,-0.71,,
GPA.3339-4559-6386-33232,2021-10-30,2:10:34 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,HWBKL,FR,,69007,EUR,2.12,1.0,EUR,2.12,,
GPA.3373-6032-1912-20047,2021-10-30,9:01:57 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,AR,71953,USD,3.49,0.86495,EUR,3.02,,
GPA.3373-6032-1912-20047,2021-10-30,9:01:57 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,AR,71953,USD,-0.52,0.86495,EUR,-0.45,,
GPA.3381-4566-8854-97285,2021-10-30,2:49:30 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,CA,QC,G8Y 1N7,CAD,7.49,0.69819,EUR,5.23,,
GPA.3381-4566-8854-97285,2021-10-30,2:49:30 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,CA,QC,G8Y 1N7,CAD,-1.12,0.69819,EUR,-0.78,,
GPA.3386-0776-3884-95670,2021-10-30,3:51:44 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,J8110,GB,,FK2 8DD,GBP,2.97,1.184,EUR,3.52,,
GPA.3355-7167-6321-35003,2021-10-30,6:19:06 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond2q,US,CA,93737,USD,5.49,0.86495,EUR,4.75,,
GPA.3355-7167-6321-35003,2021-10-30,6:19:06 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond2q,US,CA,93737,USD,-0.82,0.86495,EUR,-0.71,,
GPA.3389-9729-9374-76343,2021-10-30,8:12:48 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,raven,US,OK,74132,USD,5.49,0.86495,EUR,4.75,,
GPA.3389-9729-9374-76343,2021-10-30,8:12:48 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,raven,US,OK,74132,USD,-0.82,0.86495,EUR,-0.71,,
GPA.3318-3596-1289-37801,2021-10-31,11:55:57 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a01q,US,PA,17535,USD,3.49,0.86495,EUR,3.02,,
GPA.3318-3596-1289-37801,2021-10-31,11:55:57 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a01q,US,PA,17535,USD,-0.52,0.86495,EUR,-0.45,,
GPA.3366-8179-1821-10707,2021-10-31,11:56:18 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a01q,US,PA,17535,USD,5.49,0.86495,EUR,4.75,,
GPA.3366-8179-1821-10707,2021-10-31,11:56:18 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a01q,US,PA,17535,USD,-0.82,0.86495,EUR,-0.71,,
GPA.3341-8157-0136-90902,2021-10-31,12:07:18 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,US,IA,50010,USD,5.49,0.86495,EUR,4.75,,
